question,document
"If I want to keep the feature names readable, what should I replace `=<` and `=` with to avoid this ValueError?",b78f247dc5
"Why do I get a TypeError when I pass `dv.get_feature_names_out()` into `xgb.DMatrix`, and why doesn’t wrapping it with `list()` fix it?",23f66acd0a
"What causes the XGBoost error about feature names not being allowed to contain `[`, `]`, or `<` when I use DictVectorizer output?",23f66acd0a
Is there a way to train XGBoost without supplying `feature_names` from `DictVectorizer` so this error goes away?,23f66acd0a
How can I clean the feature names produced by `DictVectorizer` before creating an `xgb.DMatrix`?,23f66acd0a
"Why do feature names like `ocean_proximity=<1H OCEAN` break XGBoost, and what should I do instead?",23f66acd0a
How do I install XGBoost in a Jupyter notebook for the ML Zoomcamp course?,bc2d83ddc7
What is the pip command I should run to get xgboost installed?,bc2d83ddc7
"Do I need a newer version of pip before installing XGBoost, and how can I upgrade it?",bc2d83ddc7
"Why does the XGBoost install fail unless pip is up to date, and what version is needed?",bc2d83ddc7
Where can I find the official installation guide for XGBoost if pip install does not work?,bc2d83ddc7
"In XGBoost, what does the eta parameter actually control, and why does changing it affect training?",c33a1ac422
"How is eta related to the learning rate in XGBoost, and what role does it play when the model is updating weights?",c33a1ac422
"Why do people say eta is a tuning knob for XGBoost, and how does it influence gradient descent during training?",c33a1ac422
"When I'm adjusting hyperparameters in XGBoost, what does eta do to the model’s step size or update speed?",c33a1ac422
What should I understand about eta in XGBoost if I want to make the model learn more slowly or more quickly?,c33a1ac422
How is bagging different from boosting in ensemble methods?,11783b6524
Why does Random Forest count as bagging while XGBoost counts as boosting?,11783b6524
"In bagging, do the models train at the same time or one after another?",11783b6524
How do the predictions get combined in bagging for classification and regression?,11783b6524
"Can boosting always be assumed to beat bagging, or does it depend on the case?",11783b6524
How can I save the printed output from each loop step separately instead of getting one big captured output for the whole loop?,609792b49e
Is there a way to capture stdout inside a Python for-loop and store each iteration's text in a dictionary in Jupyter?,609792b49e
"When I use `%%capture` in a notebook, it grabs everything from all iterations together — how do I capture each iteration on its own?",609792b49e
What’s the easiest way to record the console output from repeated XGBoost runs with different eta values without rerunning the cell manually?,609792b49e
"Can I capture `print()` output per iteration using something like `capture_output`, and if so, how do I use it inside a loop?",609792b49e
"Why am I getting ""continuous format is not supported"" when I call roc_auc_score in my decision tree code?",3a1f2deaa8
How do I fix the AUC error that appears when computing roc_auc_score for my model predictions?,3a1f2deaa8
What is the correct order of arguments for roc_auc_score if I want to evaluate my classifier?,3a1f2deaa8
I keep seeing a ValueError from roc_auc_score in Module 6 — should I pass labels or predictions first?,3a1f2deaa8
How can I avoid the continuous output error when calculating AUC with roc_auc_score in scikit-learn?,3a1f2deaa8
How can I make a picture of a decision tree in scikit-learn using Graphviz or the built-in tree tools?,04109cf821
What’s the easiest way to draw a trained decision tree so I can inspect the splits and features?,04109cf821
"Can I visualize a decision tree with `export_graphviz`, and how does that work with Graphviz?",04109cf821
Is there a built-in function in scikit-learn to plot a decision tree without using external tools?,04109cf821
What code should I use to display a decision tree model with feature names in Python?,04109cf821
"Why am I getting ValueError: Unknown label type: 'continuous' when I fit my tree model, and is there a different class I should use for numeric targets?",2ab69926dc
I’m using a decision tree in scikit-learn for a prediction task with continuous values — should this be DecisionTreeClassifier or DecisionTreeRegressor?,2ab69926dc
"What does the 'Unknown label type: continuous' error mean in a tree model, and how do I fix it for a regression problem?",2ab69926dc
How can I tell whether my target is classification or regression when a decision tree throws an error about continuous labels?,2ab69926dc
"Can someone show the right scikit-learn tree model for predicting prices or other continuous outputs, since DecisionTreeClassifier seems to fail?",2ab69926dc
"Why does my DecisionTreeClassifier give a different AUC every time I rerun the notebook in Jupyter, even on the same laptop?",744f73a640
I restart the kernel and the AUC changes for my tree model — is that normal or am I missing something in the code?,744f73a640
How can I make DecisionTreeClassifier results reproducible so I get the same AUC after every rerun?,744f73a640
"In the decision tree lesson, why do I see AUC values like 0.674, 0.652, and 0.642 on different runs?",744f73a640
What parameter should I set in DecisionTreeClassifier to stop the random variation in my AUC score?,744f73a640
How can I get the names of the columns created by DictVectorizer in scikit-learn?,e80cb08772
Is there a way to inspect feature names after using DictVectorizer for one-hot encoding?,e80cb08772
"Why does DictVectorizer return feature names as a NumPy array instead of a Python list, and how do I convert it?",e80cb08772
"Can I use get_feature_names_out() on a DictVectorizer before fitting my model, or do I need to train it first?",e80cb08772
I’m using DictVectorizer for feature engineering and want to check feature importance later — how do I retrieve the encoded feature names?,e80cb08772
"If I start the app through the Python script instead of launching gunicorn myself, will it behave differently?",74c19141ab
Is there any practical difference between running the server from the .py file and calling gunicorn directly?,74c19141ab
Do I lose anything by letting the Python file spin up the server for me rather than using gunicorn on the command line?,74c19141ab
"For this project, should I prefer the script-based startup or the direct gunicorn command, and why?",74c19141ab
